_id,title,text,query
<dbpedia:One_Thousand_and_One_Nights>,One Thousand and One Nights,"One Thousand and One Nights (Arabic: كِتَاب أَلْف لَيْلَة وَلَيْلَة‎ kitāb ʾalf layla wa-layla) is a collection of Middle Eastern, West Asian and South Asian stories and folk tales compiled in Arabic during the Islamic Golden Age.",meaning of one thousand and one nights
<dbpedia:Firestar>,Firestar,"Firestar (Angelica ""Angel"" Jones) is a fictional mutant superheroine in the Marvel Comics Universe. Debuting in 1981 on the NBC animated television series Spider-Man and His Amazing Friends as a member of the X-Men, she has the ability to generate and manipulate microwave radiation, which allows her to generate intense heat and flames, and to fly. In the comics, she has acted a solo hero and as a member of the Hellions, the New Warriors, the Avengers, and the X-Men.",who is angel of the x men
<dbpedia:Siboglinidae>,Siboglinidae,"Siboglinidae, also known as the beard worms, is a family of polychaete annelid worms whose members made up the former phyla Pogonophora (the giant tube worms) and Vestimentifera. They are composed of about 100 species of vermiform creatures and live in thin tubes buried in sediments at ocean depths from 100 to 10,000 m.",what is beard worm
<dbpedia:Gastrotrich>,Gastrotrich,"The gastrotrichs (phylum Gastrotricha), commonly referred to as hairybacks, are a group of microscopic (0.06-3.0 mm), worm-like, pseudocoelomate animals, and are widely distributed and abundant in freshwater and marine environments. They are mostly benthic and live within the periphyton, the layer of tiny organisms and detritus that is found on the seabed and the beds of other water bodies.",what is a hairyback
<dbpedia:Gruinard_Island>,Gruinard Island,"Gruinard Island (/ˈɡrɪnjərd/ GRIN-yərd;Scottish Gaelic: Eilean Ghruinneard) is a small, oval-shaped Scottish island approximately 2 kilometres (1.2 mi) long by 1 kilometre (0.62 mi) wide, located in Gruinard Bay, about halfway between Gairloch and Ullapool. At its closest point to the mainland it is just over 1.1 kilometres (0.68 mi) offshore. The island was made dangerous for all mammals by experiments with the anthrax bacterium, until it was decontaminated in the late 20th century.",where is gruinard island
<dbpedia:NoCGV_Svalbard>,NoCGV Svalbard,"The Norwegian Coast Guard icebreaker and offshore patrol vessel KV Svalbard (W303) was constructed by Langsten AS at Tangen Verft shipyard in Kragerø and launched on 17 February 2001. She was named 15 December in Tomrefjord with Minister of Defence Kristin Krohn Devold as godmother, and delivered to the Coast Guard on 18 January 2002. She entered service in mid-2002 and is homeported in Sortland.",where is kv svalbard based
<dbpedia:Chitinase>,Chitinase,"Chitinases (EC 3.2.1.14, chitodextrinase, 1,4-beta-poly-N-acetylglucosaminidase, poly-beta-glucosaminidase, beta-1,4-poly-N-acetyl glucosamidinase, poly[1,4-(N-acetyl-beta-D-glucosaminide)] glycanohydrolase, (1->4)-2-acetamido-2-deoxy-beta-D-glucan glycanohydrolase) are hydrolytic enzymes that break down glycosidic bonds in chitin.As chitin is a component of the cell walls of fungi and exoskeletal elements of some animals (including worms and arthropods), chitinases are generally found in organisms that either need to reshape their own chitin or dissolve and digest the chitin of fungi or animals.",what are chitinases
<dbpedia:Cloudinid>,Cloudinid,"The Cloudinids, an early metazoan family containing the genus Cloudina, lived in the late Ediacaran period and became extinct at the base of the Cambrian. They formed millimetre-scale conical fossils consisting of calcareous cones nested within one another; the appearance of the organism itself remains unknown.",when did cloudinids become extinct
<dbpedia:Commandos_(series)>,Commandos (series),"Commandos is a stealth-oriented real-time tactics Video game series, available for Microsoft Windows only. The game is set in the Second World War and follows the escapades of a fictional British Commandos section. It leans heavily (though not always accurately) on historical events during WWII to carry the plot. The series was developed by the Spanish company Pyro Studios and published by Eidos Interactive.",what is commandos
<dbpedia:Sharon_Stone>,Sharon Stone,"Sharon Yvonne Stone (born March 10, 1958) is an American actress, film producer, and former fashion model.Stone first came to attention for her role opposite Arnold Schwarzenegger in the 1990 sci-fi thriller Total Recall before achieving international recognition with her starring role in the erotic thriller Basic Instinct (1992) by Paul Verhoeven.",who is sharon stone
<dbpedia:Suva>,Suva,"Suva is the capital and the second most populated municipality of Fiji, after Nasinu. It is on the southeast coast of the island of Viti Levu, in the  Rewa Province, Central Division. In 1877, it was decided to make Suva the capital of Fiji when the geography of former main European settlement at Levuka on the island of Ovalau proved too restrictive. The administration of the colony was moved from Levuka to Suva in 1882.Suva is Fiji's political and administrative capital.",what is suva
<dbpedia:Buster_Keaton>,Buster Keaton,"Joseph Frank ""Buster"" Keaton (October 4, 1895 – February 1, 1966) was an American actor, vaudevillian, comedian, filmmaker, stunt performer, and writer. He was best known for his silent films, in which his trademark was physical comedy with a consistently stoic, deadpan expression, earning him the nickname ""The Great Stone Face"".Buster Keaton (his lifelong stage name) was recognized as the seventh-greatest director by Entertainment Weekly.",what type of character was buster keaton
<dbpedia:Lehigh_University>,Lehigh University,"Lehigh University is an American private research university located in Bethlehem, Pennsylvania.  It was established in 1865 by businessman Asa Packer and has grown to include studies in a wide variety of disciplines. Its undergraduate programs have been coeducational since the 1971–72 academic year. As of 2014, the university had 4,904 undergraduate students and 2,165 graduate students.",where is lehigh university located
<dbpedia:Walvis_Bay>,Walvis Bay,"Walvis Bay (Afrikaans Walvisbaai, German Walfischbucht or Walfischbai, all meaning ""Whale Bay"") is a city in Namibia and the name of the bay on which it lies. The town has 85,000 inhabitants and has a total area of 29 square kilometres (11 sq mi) of land.The bay is a safe haven for sea vessels because of its natural deepwater harbour, protected by the Pelican Point sand spit, being the only natural harbour of any size along the country's coast.",where is the walvis bay located
<dbpedia:A_Midsummer_Night's_Dream>,A Midsummer Night's Dream,"A Midsummer Night's Dream is a comedy play by William Shakespeare, believed to have been written between 1590 and 1597. It portrays the events surrounding the marriage of the Duke of Athens, Theseus, and Hippolyta. These include the adventures of four young Athenian lovers and a group of six amateur actors (the mechanicals), who are controlled and manipulated by the fairies who inhabit the forest in which most of the play is set.",who wrote summertime dream
<dbpedia:Coalition_for_Positive_Sexuality>,Coalition for Positive Sexuality,"Coalition for Positive Sexuality is an internet-based comprehensive sexuality education website, for youth and young adults.The most commonly used feature of the CPS website is the ""Let's Talk"" feature, which allows youth members to post anonymously and receive answers to sexual health-related questions from moderators.",coalition for positive sexuality
<dbpedia:Ralph_Ellison>,Ralph Ellison,"Ralph Waldo Ellison (March 1, 1914 – April 16, 1994) was an American novelist, literary critic, scholar and writer. He was born in Oklahoma City, Oklahoma. Ellison is best known for his novel Invisible Man, which won the National Book Award in 1953. He also wrote Shadow and Act (1964), a collection of political, social and critical essays, and Going to the Territory (1986). A posthumous novel, Juneteenth, was published after being assembled from voluminous notes he left after his death.",who wrote invisible man
<dbpedia:Archaeocyatha>,Archaeocyatha,"Archaeocyatha or archaeocyathids ""\ancient cups"") /ˈɑrkioʊsaɪəθə/ is a taxon of extinct, sessile, reef-building marine organisms of warm tropical and subtropical waters that lived during the early (lower) Cambrian period. It is believed that the centre of the Archaeocyatha origin is in East Siberia, where they are first known from the beginning of the Tommotian Age of the Cambrian, 525 million years ago (mya).",where are archaeocyathids found
<dbpedia:Breakbeat_hardcore>,Breakbeat hardcore,"Not to be confused with Breakcore.Breakbeat hardcore (a.k.a. oldskool rave hardcore) is a genre of electronic dance music and a derivative of acid house and techno music, of the late 1980s and early 1990s, that combines four-on-the-floor rhythms with breakbeats, and is associated with the UK rave scene. In addition to the including of breakbeats the genre also features shuffled drum machine patterns, upbeat piano rolls and old-school hoover sounds.",what is breakbeat hardcore music
<dbpedia:Richard_Wright_(author)>,Richard Wright (author),"Richard Nathaniel Wright (September 4, 1908 – November 28, 1960) was an American author of sometimes controversial novels, short stories, poems, and non-fiction. Much of his literature concerns racial themes, especially those involving the plight of African Americans during the late 19th to mid-20th centuries. Literary critics believe his work helped change race relations in the United States in the mid-20th century.",who was richard wright
"<dbpedia:Hugh_Dowding,_1st_Baron_Dowding>","Hugh Dowding, 1st Baron Dowding","Air Chief Marshal Hugh Caswall Tremenheere Dowding, 1st Baron Dowding GCB, GCVO, CMG (24 April 1882 – 15 February 1970) was an officer in the Royal Air Force. He served as a fighter pilot and then as commanding officer of No. 16 Squadron during the First World War. During the inter-war years he became Air Officer Commanding Fighting Area, Air Defence of Great Britain and then joined the Air Council as Air Member for Supply and Research.",lord dowding a.s.c.b.f
<dbpedia:Great_Awakening>,Great Awakening,The term Great Awakening can refer to several periods of religious revival in American religious history. Historians and theologians identify three or four waves of increased religious enthusiasm occurring between the early 18th century and the late 19th century.,what is the great awakening in religion
<dbpedia:Guar_gum>,Guar gum,"Guar gum, also called guaran, is a galactomannan. It is primarily the ground endosperm of guar beans. The guar seeds are dehusked, milled and screened to obtain the guar gum. It is typically produced as a free-flowing, off-white powder.",what is guar gum
<dbpedia:Ava_Gardner>,Ava Gardner,"Ava Lavinia Gardner (December 24, 1922 – January 25, 1990) was an American actress.She was signed to a contract by MGM Studios in 1941 and appeared mainly in small roles until she drew attention with her performance in The Killers (1946).",what is an va
<dbpedia:Ashley_Judd>,Ashley Judd,"Ashley Judd (born Ashley Tyler Ciminella; April 19, 1968) is an American actress and political activist. She grew up in a family of successful performing artists as the daughter of country music singer Naomi Judd and the sister of Wynonna Judd.",what nationality is ashley judd?
<dbpedia:Mesozoa>,Mesozoa,"The Mesozoa are enigmatic, minuscule, worm-like parasites of marine invertebrates. As of 2012 it was still unclear whether they are degenerate platyhelminthes (flatworms) or truly-primitive, basal metazoans. Generally, these tiny, elusive creatures consist of a somatoderm (outer layer) of ciliated cells surrounding one or more reproductive cells. Decades ago, Mesozoa were classified as a phylum. Molecular phylogeny studies, however, have shown that the mysterious mesozoans are polyphyletic.",what is the mesozoan
<dbpedia:Gender_dysphoria>,Gender dysphoria,Gender dysphoria or gender identity disorder (GID) is the formal diagnosis used by psychologists and physicians to describe people who experience significant dysphoria (discontent) with the sex and gender they were assigned at birth.,define gender dysphoria
<dbpedia:Toni_Morrison>,Toni Morrison,"Toni Morrison (born Chloe Ardelia Wofford; February 18, 1931) is an American novelist, editor, and professor. Her novels are known for their epic themes, vivid dialogue, and richly detailed characters. Among her best known novels are The Bluest Eye (1970), Sula (1973), Song of Solomon (1977), and Beloved (1987). She was also commissioned to write the libretto for a new opera, Margaret Garner, first performed in 2005.",what books did toni morrison write
<dbpedia:Rio_Grande>,Rio Grande,"The Rio Grande (/ˈriːoʊ ˈɡrænd/ or /ˈriːoʊ ˈɡrɑːndeɪ/; Spanish: Río Bravo del Norte, pronounced: [ˈri.o ˈβɾaβo ðel ˈnorte] or simply Río Bravo) is one of the principal rivers in the southwest United States and northern Mexico (the other being the Colorado River). The Rio Grande rises from south-central Colorado in the United States and flows to the Gulf of Mexico. Along the way, it forms part of the Mexico–United States border.",where is rio grande river located
<dbpedia:Flagellum>,Flagellum,"A flagellum (/fləˈdʒɛləm/; plural: flagella) is a lash-like appendage that protrudes from the cell body of certain prokaryotic and eukaryotic cells. The word flagellum in Latin means whip. The primary role of the flagellum is locomotion but it also often has function as a sensory organelle, being sensitive to chemicals and temperatures outside the cell. Flagella are organelles defined by function rather than structure.",flagellum cell definition
<dbpedia:Sinhala_alphabet>,Sinhala alphabet,"The Sinhalese alphabet (Sinhala:සිංහල අක්ෂර මාලාව) (Saiṁhala Akaṣara Maālaāva) is an abugida used by the Sinhala people in Sri Lanka and elsewhere to write the Sinhala language and also the liturgical languages Pali and Sanskrit. Being a member of the Brahmic family of scripts, the Sinhalese script can trace its ancestry back more than 2,000 years.Sinhalese is often considered two alphabets, or an alphabet within an alphabet, due to the presence of two sets of letters.",what does the shanghai script mean
<dbpedia:Battle_of_Hürtgen_Forest>,Battle of Hürtgen Forest,"The Battle of Hürtgen Forest (German: Schlacht im Hürtgenwald) was a series of fierce battles fought from 19 September to 16 December 1944 between U.S. and German forces during World War II in the Hürtgen Forest about 50 sq mi (130 km2) east of the Belgian–German border.  It was the longest battle on German ground during World War II, and is the longest single battle the U.S. Army has ever fought.The U.S.",what was the battle of hürtgen
<dbpedia:E_number>,E number,"E numbers are codes for substances that can be used as food additives for use within the European Union and Switzerland.  The ""E"" stands for ""Europe"".  They are commonly found on food labels throughout the European Union.  Safety assessment and approval are the responsibility of the European Food Safety Authority.Having a single unified list for food additives was first agreed upon in 1962 with food coloring.",what does e stand for in food
<dbpedia:Cilium>,Cilium,"A cilium (Latin for eyelash; the plural is cilia) is an organelle found in eukaryotic cells. Cilia are slender protuberances that project from the much larger cell body.There are two types of cilia: motile cilia and non-motile, or primary cilia, which typically serve as sensory organelles.",what is cilia and what is its function
<dbpedia:William_A._Dembski>,William A. Dembski,"William Albert ""Bill"" Dembski (born July 18, 1960) is an American mathematician, philosopher and theologian. A proponent of intelligent design (ID), specifically the concept of specified complexity, he serves as of 2013 as a senior fellow of the Discovery Institute's Center for Science and Culture (CSC). In 2012, he taught as the Phillip E.",who was bill dembski
<dbpedia:Religion_and_sexuality>,Religion and sexuality,"Most world religions have sought to address the moral issues that arise from people's sexuality in society and in human interactions. Each major religion has developed moral codes covering issues of sexuality, morality, ethics etc. These moral codes seek to regulate the situations which can give rise to sexual interest and to influence people's sexual activities and practices.Sexual morality has varied greatly over time and between cultures.",why are there many ethical standards in the world
<dbpedia:Solent>,Solent,"The Solent (/ˈsoʊlənt/ SOH-lənt) is the strait that separates the Isle of Wight from the mainland of England. It is about 20 miles in length and varies in width between one and four miles.The Solent is a major shipping route for passenger, freight and military vessels. It is an important recreational area for water sports, particularly yachting, hosting the Cowes Week sailing event annually.",where is the solent
<dbpedia:The_Color_Purple>,The Color Purple,"The Color Purple is a 1982 epistolary novel by American author Alice Walker that won the 1983 Pulitzer Prize for Fiction and the National Book Award for Fiction.It was later adapted into a film and musical of the same name.Taking place mostly in rural Georgia, the story focuses on the life of African-American women in the southern United States in the 1930s, addressing numerous issues including their exceedingly low position in American social culture.",what was the color purple
<dbpedia:Stanley_Jordan>,Stanley Jordan,"Stanley Jordan (born July 31, 1959) is an American jazz/jazz fusion guitarist and pianist.",who is stanley jordan
<dbpedia:Operation_Anaconda>,Operation Anaconda,"Operation Anaconda  took place in early March 2002. CIA Paramilitary Officers, working with allied Afghan military forces, and other allies, attempted to destroy al-Qaeda and Taliban forces.  The operation took place in the Shahi-Kot Valley and Arma Mountains southeast of Zormat. This operation was the first large-scale battle in the United States War in Afghanistan since the Battle of Tora Bora in December 2001.",what was afghan operation aconda
<dbpedia:Alice_Walker>,Alice Walker,"Alice Malsenior Walker (born February 9, 1944) is an American author and activist.  She wrote the critically acclaimed novel The Color Purple (1982) for which she won the National Book Award and the Pulitzer Prize for Fiction. She also wrote Meridian and The Third Life of Grange Copeland among other works.",what kind of author is alice walker
<dbpedia:Second_Great_Awakening>,Second Great Awakening,"The Second Great Awakening was a Religious revival movement during the early 19th century in the United States. The movement began around 1790, gained momentum by 1800 and, after 1820, membership rose rapidly among Baptist and Methodist congregations whose preachers led the movement. It was past its peak by the late 1850s.  The Second Great Awakening reflected Romanticism characterized by enthusiasm, emotion, and an appeal to the super-natural.",what was the second great awakening
<dbpedia:Green_flash>,Green flash,"Green flashes and green rays are optical phenomena that sometimes occur right after sunset or right before sunrise. When the conditions are right, a green spot is visible above the upper rim of the disk of the sun. The green appearance usually lasts for no more than a second or two. Rarely, the green flash canresemble a green ray shooting up from the sunset (or sunrise) point. Green flashes occur because the atmosphere can cause the light from the sun to separate out into different colors.",when are green flashes
<dbpedia:Pony_Express>,Pony Express,"The Pony Express was a mail service delivering messages, newspapers, mail, and small packages from St. Joseph, Missouri, across the Great Plains, over the Rocky Mountains and the Sierra Nevada to Sacramento, California, by horseback, using a series of relay stations. Officially operating as the Leavenworth and Pike's Peak Express Company of 1859, which in 1860 became the Central Overland California and Pikes Peak Express Company, this firm was founded by William H.",how did the pony express start
<dbpedia:Placozoa>,Placozoa,"The Placozoa are a basal form of invertebrate. They are the simplest in structure of all non-parasitic multicellular animals (Metazoa). They are generally classified as a single species, Trichoplax adhaerens, although there is enough genetic diversity that it is likely that there are multiple, morphologically similar species.",what is platozoa
<dbpedia:Java_remote_method_invocation>,Java remote method invocation,"The Java Remote Method Invocation (Java RMI) is a Java API that performs the object-oriented equivalent of remote procedure calls (RPC), with support for direct transfer of serialized Java classes and distributed garbage collection. The original implementation depends on Java Virtual Machine (JVM) class representation mechanisms and it thus only supports making calls from one JVM to another. The protocol underlying this Java-only implementation is known as Java Remote Method Protocol (JRMP).",what is rmi java
<dbpedia:List_of_mail_server_software>,List of mail server software,"This is a list of mail server software: mail transfer agents, mail delivery agents, and other computer software which provide e-mail within Internet message handling services (MHS).",what is the mail server
<dbpedia:Symbion>,Symbion,"Symbion is the name of a genus of aquatic animals, less than ½ mm wide, found living attached to the bodies of cold-water lobsters. They have sac-like bodies, and three distinctly different forms in different parts of their two-stage life-cycle. They appear so different from other animals that they were assigned their own, new phylum Cycliophora shortly after they were discovered in 1995. This was the first new phylum of multicelled organism to be discovered since the Loricifera in 1983.",what are symbions?
<dbpedia:Borel_set>,Borel set,"In mathematics, a Borel set is any set in a topological space that can be formed from open sets (or, equivalently, from closed sets) through the operations of countable union, countable intersection, and relative complement.  Borel sets are named after Émile Borel.For a topological space X, the collection of all Borel sets on X forms a σ-algebra, known as the Borel algebra or Borel σ-algebra.",what does borel set mean
<dbpedia:Cimarron_(novel)>,Cimarron (novel),"Cimarron is a novel by Edna Ferber, published in 1929 and based on development in Oklahoma after the Land Rush. The book was adapted into a critically acclaimed film of the same name in 1931 through RKO Pictures. In 1960, the story was again adapted for the screen by MGM, to meager success.",when was cimarron published
<dbpedia:Discovery_Institute>,Discovery Institute,"The Discovery Institute (DI) is a non-profit public policy think tank based in Seattle, Washington, best known for its advocacy of the pseudoscience ""intelligent design"" (ID). Its ""Teach the Controversy"" campaign aims to teach creationist anti-evolution beliefs in United States public high school science courses alongside accepted scientific theories, positing that a scientific controversy exists over these subjects.In Kitzmiller v.",what is a discovery institute
<dbpedia:Flevoland>,Flevoland,"Flevoland (Dutch pronunciation: [ˈfleːvoːˌlɑnt]) is a province of the Netherlands. Located in the centre of the country, at the location of the former Zuiderzee, the province was established on 1 January 1986; the twelfth province of the country, with Lelystad as its capital. The province has approximately 401,653 inhabitants (2011) and consists of 6 municipalities.",what is flevoland
<dbpedia:Halloween_documents>,Halloween documents,"The Halloween documents comprise a series of confidential Microsoft memoranda on potential strategies relating to free software, open-source software, and to Linux in particular, and a series of media responses to these memoranda. Both the leaked documents and the responses were published by Eric S. Raymond in 1998.The documents are associated with Halloween because many of them were originally leaked close on the 31st of October in different years.",why is the halloween document revealing?
<dbpedia:Gnathostomulid>,Gnathostomulid,"Gnathostomulids, or jaw worms, are a small phylum of nearly microscopic marine animals. They inhabit sand and mud beneath shallow coastal waters and can survive in relatively anoxic environments. They were first recognised and described in 1956.",are gnathostomulids microscopic
<dbpedia:Morality>,Morality,"Morality (from the Latin moralitas ""manner, character, proper behavior"") is the differentiation of intentions, decisions, and actions between those that are distinguished as proper and those that are improper: In other words, it is the disjunction between right and wrong. Morality can be a body of standards or principles derived from a code of conduct from a particular philosophy, religion, or culture, or it can derive from a standard that a person believes should be universal.",definition of morality
<dbpedia:List_of_free_and_open-source_software_packages>,List of free and open-source software packages,"This is a list of free and open-source software packages, computer software licensed under free software licenses and open-source licenses. Software that fits the Free Software Definition may be more appropriately called free software; the GNU project in particular objects to their works being referred to as open-source. For more information about the philosophical background for open-source software, see free software movement and Open Source Initiative.",what is free software
<dbpedia:Echinoderm>,Echinoderm,"Echinoderm is the common name given to any member of the Phylum Echinodermata (from Ancient Greek, ἐχῖνος, echinos – ""hedgehog"" and δέρμα, derma – ""skin"")of marine animals. The adults are recognizable by their (usually five-point) radial symmetry, and include such well-known animals as starfish, sea urchins, sand dollars, and sea cucumbers, as well as the sea lilies or ""stone lilies"".",what is the echinoderm
<dbpedia:Lobopodia>,Lobopodia,"The lobopodians, members of the informal group Lobopodia, (from the Greek, meaning ""blunt feet"") are worm-like taxa with stubby legs.  As the term does not define a clade; its usage varies from place to place.  Its more limited sense refers to a suite of mainly Cambrian panarthropod taxa with flexible non-segmented limbs – for example Aysheaia, Hallucigenia and Xenusion.",define lobopodians
<dbpedia:Polychaete>,Polychaete,"The Polychaeta or polychaetes are a paraphyletic class of annelid worms, generally marine.  Each body segment has a pair of fleshy protrusions called parapodia that bear many bristles, called chaetae, which are made of chitin. Indeed, polychaetes are sometimes referred to as bristle worms. More than 10,000 species are described in this class.",definition of a polychaete
<dbpedia:Common_Object_Request_Broker_Architecture>,Common Object Request Broker Architecture,"The  Common Object Request Broker Architecture (CORBA) is a standard defined by the Object Management Group (OMG) designed to facilitate the communication of systems that are deployed on diverse platforms. CORBA enables collaboration between systems on different operating systems, programming languages, and computing hardware. CORBA has many of the same design goals as object-oriented programming: encapsulation and reuse.",what is a common object request broker
<dbpedia:List_of_comparative_military_ranks>,List of comparative military ranks,"This article is a list of various states' armed forces ranking designations.  Comparisons are made between the different systems used by nations to categorize the hierarchy of an armed force compared to another. Several of these lists mention NATO reference codes. These are the NATO rank reference codes, used for easy comparison amongst NATO countries. Links to comparison charts can be found below.",which of the following is a reference code for military rank
<dbpedia:Open_mail_relay>,Open mail relay,"An open mail relay is an SMTP server configured in such a way that it allows anyone on the Internet to send e-mail through it, not just mail destined to or originating from known users. This used to be the default configuration in many mail servers; indeed, it was the way the Internet was initially set up, but open mail relays have become unpopular because of their exploitation by spammers and worms. Many relays were closed, or were placed on blacklists by other servers.",what is open mail relay
<dbpedia:X.25>,X.25,"X.25 is an ITU-T standard protocol suite for packet switched wide area network (WAN) communication. An X.25 WAN consists of  packet-switching exchange (PSE) nodes as the networking hardware, and leased lines, plain old telephone service connections or ISDN connections as physical links. X.25 is a family of protocols that was popular during the 1980s with telecommunications companies and in financial transaction systems such as automated teller machines.",what is x25 protocol
"<dbpedia:Çaro,_Pyrénées-Atlantiques>","Çaro, Pyrénées-Atlantiques",Çaro (Basque: Zaro) is a commune in the Pyrénées-Atlantiques department in south-western France.It is located in the former province of Lower Navarre.,what is zaro
<dbpedia:Metropolitan_area_network>,Metropolitan area network,"A metropolitan area network (MAN) is a computer network larger than a local area network, covering an area of a few city blocks to the area of an entire city, possibly also including the surrounding areas.",what is man computing
<dbpedia:List_of_business_schools_in_Europe>,List of business schools in Europe,"A list of business schools in Europe. In Europe, most universities offer studies in business administration or related areas as university of business's top ranked.",where is the most business school in europe
<dbpedia:List_of_business_schools_in_Asia>,List of business schools in Asia,This page contains a list of business schools in Asia.,what type of schools are in asia?
<dbpedia:2010>,2010,"2010 (MMX)was a common year starting on Friday of the Gregorian calendar (dominical letter C), the 2010th year of the Common Era (CE) and Anno Domini (AD) designations, the 10th  year of the 3rd millennium, the 10th  year of the 21st century, and the  1st   year of the 2010s decade.2010 was designated as:International Year of BiodiversityInternational Year of Youth2010 European Year for Combating Poverty and Social ExclusionInternational Year for the Rapprochement of Cultures",what year is 2010
<dbpedia:Pope_Soter>,Pope Soter,"Pope Soter (Latin: Soterius; died c. 174) was the Bishop of Rome from c. 167 to his death c. 174. According to the Annuario Pontificio, the dates may have ranged from 162–168 to 170–177.  Although his name is derived from the Greek word ""σωτήρ"" (sōtēr), meaning a ""saviour"" or ""deliverer"", he was born in Fondi, Campania, today Lazio region, Italy.",when did pope soter die
<dbpedia:Business_school>,Business school,"A business school is a university-level institution that confers degrees in business administration or management. Such a school can also be known as school of management, school of business, school of business administration, or, colloquially, b-school or biz school.",what is a business school
<dbpedia:Unicorn>,Unicorn,"The unicorn is a legendary animal that has been described since antiquity as a beast with a large, pointed, spiraling horn projecting from its forehead. The unicorn was depicted in ancient seals of the Indus Valley Civilization and was mentioned by the ancient Greeks in accounts of natural history by various writers, including Ctesias, Strabo, Pliny the Younger, and Aelian.",where was the unicorn from
<dbpedia:Callisto_(moon)>,Callisto (moon),"Callisto /kəˈlɪstoʊ/ (Jupiter IV) is a moon of the planet Jupiter. It was discovered in 1610 by Galileo Galilei. It is the third-largest moon in the Solar System and the second largest in the Jovian system, after Ganymede, and the largest object in the Solar System not to be properly  differentiated. At 7006482100000000000♠4821 km in diameter, Callisto has about 99% the diameter of the planet Mercury but only about a third of its mass.",where is the moon of jupiter
<dbpedia:IPsec>,IPsec,Internet Protocol Security (IPsec) is a protocol suite for secure Internet Protocol (IP) communications by authenticating and encrypting each IP packet of a communication session. IPsec includes protocols for establishing mutual authentication between agents at the beginning of the session and negotiation of cryptographic keys to be used during the session.,what is ipsec protocol
<dbpedia:Packet_switching>,Packet switching,"Packet switching is a digital networking communications method that groups all transmitted data into suitably sized blocks, called packets, which are transmitted via a medium that may be shared by multiple simultaneous communication sessions. Packet switching increases network efficiency, robustness and enables technological convergence of many applications operating on the same network.Packets are composed of a header and payload.",what is packet switching emulation
<dbpedia:Europa_(moon)>,Europa (moon),"Europa /jʊˈroʊpə/ (Jupiter II), is the sixth-closest moon of Jupiter, and the smallest of its four Galilean satellites, but still the sixth-largest moon in the Solar System. Europa was discovered in 1610 by Galileo Galilei and was named after Europa, daughter of the king of Tyre, who became one of Zeus' lovers.",what was europa moon
<dbpedia:Antarctic_krill>,Antarctic krill,"Antarctic krill (Euphausia superba) is a species of krill found in the Antarctic waters of the Southern Ocean. It is a small, swimming crustacean that lives in large schools, called swarms, sometimes reaching densities of 10,000–30,000 individual animals per cubic metre. It feeds directly on minute phytoplankton, thereby using the primary production energy that the phytoplankton originally derived from the sun in order to sustain their pelagic (open ocean) life cycle.",where does the antarctic krill live
<dbpedia:Knight_Rider_(1982_TV_series)>,Knight Rider (1982 TV series),"Knight Rider is an American television series created and produced by Glen A. Larson. The series was originally broadcast on NBC from 1982 to 1986. The show stars David Hasselhoff as Michael Knight, a high-tech modern crime fighter assisted by KITT, an advanced artificially intelligent, self-aware and nearly indestructible car. This was the last series Larson devised at Universal Television before he moved to 20th Century Fox.",which tv show was a knight rider tv series
<dbpedia:Abalone_(board_game)>,Abalone (board game),Abalone is an award winning two-player strategy board game designed by Michel Lalet and Laurent Lévi in 1987. Players are represented by marbles of opposing colors situated on a hexagonal patterned board with the objective being to push six of the opponent's marbles off the edge of the board.Abalone was published in 1990 and has sold more than 4.5 million units since. It is currently sold in more than thirty countries.,what is abalone
<dbpedia:Grace_O'Malley>,Grace O'Malley,"Grace O'Malley (c. 1530 – c. 1603; also Gráinne O'Malley, Irish: Gráinne Ní  Mháille) was chieftain of the Ó Máille clan in the west of Ireland, following in the footsteps of her father Eoghan Dubhdara Ó Máille. She was a product of the Gaelic world of her time and, despite her interaction with English officials, may have known no English.",who is g. o'malley
<dbpedia:Yogi_Berra>,Yogi Berra,"Lawrence Peter ""Yogi"" Berra (May 12, 1925 – September 22, 2015) was an American professional baseball catcher, manager, and coach who played 19 seasons in Major League Baseball (MLB) (1946–63, 1965), all but the last for the New York Yankees. An 18-time All-Star and 10-time World Series champion as a player, Berra had a career batting average of .285, while compiling 358 home runs and 1,430 runs batted in.",what year did yogi brazil play
<dbpedia:Communitarianism>,Communitarianism,"Communitarianism is a philosophy that emphasizes the connection between the individual and the community. Although the community might be a family unit, communitarianism usually is understood, in the wider, philosophical sense, as a collection of interactions, among a community of people in a given place (geographical location), or among a community who share an interest or who share a history.",what is communitarianism
<dbpedia:Acanthocephala>,Acanthocephala,"Acanthocephala (Greek ἄκανθος, akanthos, thorn + κεφαλή, kephale, head) is a phylum of parasitic worms known as acanthocephalans, thorny-headed worms, or spiny-headed worms, characterized by the presence of an eversible proboscis, armed with spines, which it uses to pierce and hold the gut wall of its host. Acanthocephalans have complex life cycles, involving at least two hosts, which may include invertebrates, fishes, amphibians, birds, and mammals.",what is an acanthocephala
<dbpedia:Nematomorpha>,Nematomorpha,"Nematomorpha (sometimes called Gordiacea, Nematomorpha commonly known as horsehair worms or Gordian worms) are a phylum of parasitoid animals superficially similar to nematode worms in morphology, hence the name. They range in size in most species from 50 to 100 centimetres (20 to 39 in) long and can reach in extreme cases up to 2 metres, and 1 to 3 millimetres (0.039 to 0.118 in) in diameter.",what is the phylum of horsehair worm
